t [yr], r [pc]
6848.70, 10.75
6861.73, 10.76
6874.76, 10.77
6887.80, 10.78
6900.83, 10.79
6913.86, 10.80
6926.90, 10.80
6939.93, 10.81
6952.96, 10.82
6965.99, 10.83
6979.03, 10.84
6992.06, 10.84
7005.09, 10.85
7018.13, 10.86
7031.16, 10.87
7044.19, 10.88
7057.22, 10.89
7070.26, 10.89
7083.29, 10.90
7096.32, 10.91
7109.36, 10.92
7122.39, 10.93
7135.42, 10.93
7148.46, 10.94
7161.49, 10.95
7174.52, 10.96
7187.55, 10.97
7200.59, 10.97
7213.62, 10.98
7226.65, 10.99
7239.69, 11.00
7252.72, 11.01
7265.75, 11.01
7278.78, 11.02
7291.82, 11.03
7304.85, 11.04
7317.88, 11.05
7330.92, 11.05
7343.95, 11.06
7356.98, 11.07
7370.02, 11.08
7383.05, 11.09
7396.08, 11.09
7409.11, 11.10
7422.15, 11.11
7435.18, 11.12
7448.21, 11.13
7461.25, 11.13
7474.28, 11.14
7487.31, 11.15
7500.34, 11.16
7513.38, 11.17
7526.41, 11.17
7539.44, 11.18
7552.48, 11.19
7565.51, 11.20
7578.54, 11.20
7591.57, 11.21
7604.61, 11.22
7617.64, 11.23
7630.67, 11.24
7643.71, 11.24
7656.74, 11.25
7669.77, 11.26
7682.81, 11.27
7695.84, 11.27
7708.87, 11.28
7721.90, 11.29
7734.94, 11.30
7747.97, 11.31
7761.00, 11.31
7774.04, 11.32
7787.07, 11.33
7800.10, 11.34
7813.13, 11.34
7826.17, 11.35
7839.20, 11.36
7852.23, 11.37
7865.27, 11.37
7878.30, 11.38
7891.33, 11.39
7904.37, 11.40
7917.40, 11.41
7930.43, 11.41
7943.46, 11.42
7956.50, 11.43
7969.53, 11.44
7982.56, 11.44
7995.60, 11.45
8008.63, 11.46
8021.66, 11.47
8034.69, 11.47
8047.73, 11.48
8060.76, 11.49
8073.79, 11.50
8086.83, 11.50
8099.86, 11.51
8112.89, 11.52
8125.93, 11.53
8138.96, 11.53
8151.99, 11.54
8165.02, 11.55
8178.06, 11.56
8191.09, 11.56
8204.12, 11.57
8217.16, 11.58
8230.19, 11.59
8243.22, 11.59
8256.25, 11.60
8269.29, 11.61
8282.32, 11.62
8295.35, 11.62
8308.39, 11.63
8321.42, 11.64
8334.45, 11.64
8347.49, 11.65
8360.52, 11.66
8373.55, 11.67
8386.58, 11.67
8399.62, 11.68
8412.65, 11.69
8425.68, 11.70
8438.72, 11.70
8451.75, 11.71
8464.78, 11.72
8477.81, 11.73
8490.85, 11.73
8503.88, 11.74
8516.91, 11.75
8529.95, 11.75
8542.98, 11.76
8556.01, 11.77
8569.05, 11.78
8582.08, 11.78
8595.11, 11.79
8608.14, 11.80
8621.18, 11.81
8634.21, 11.81
8647.24, 11.82
8660.28, 11.83
8673.31, 11.83
8686.34, 11.84
8699.37, 11.85
8712.41, 11.86
8725.44, 11.86
8738.47, 11.87
8751.51, 11.88
8764.54, 11.88
8777.57, 11.89
8790.60, 11.90
8803.64, 11.91
8816.67, 11.91
8829.70, 11.92
8842.74, 11.93
8855.77, 11.93
8868.80, 11.94
8881.84, 11.95
8894.87, 11.96
8907.90, 11.96
8920.93, 11.97
8933.97, 11.98
8947.00, 11.98
8960.03, 11.99
8973.07, 12.00
8986.10, 12.01
8999.13, 12.01
9012.16, 12.02
9025.20, 12.03
9038.23, 12.03
9051.26, 12.04
9064.30, 12.05
9077.33, 12.05
9090.36, 12.06
9103.40, 12.07
9116.43, 12.08
9129.46, 12.08
9142.49, 12.09
9155.53, 12.10
9168.56, 12.10
9181.59, 12.11
9194.63, 12.12
9207.66, 12.12
9220.69, 12.13
9233.72, 12.14
9246.76, 12.14
9259.79, 12.15
9272.82, 12.16
9285.86, 12.17
9298.89, 12.17
9311.92, 12.18
9324.96, 12.19
9337.99, 12.19
9351.02, 12.20
9364.05, 12.21
9377.09, 12.21
9390.12, 12.22
9403.15, 12.23
9416.19, 12.23
9429.22, 12.24
9442.25, 12.25
9455.28, 12.25
9468.32, 12.26
9481.35, 12.27
9494.38, 12.28
9507.42, 12.28
9520.45, 12.29
9533.48, 12.30
9546.52, 12.30
9559.55, 12.31
9572.58, 12.32
9585.61, 12.32
9598.65, 12.33
9611.68, 12.34
9624.71, 12.34
9637.75, 12.35
9650.78, 12.36
9663.81, 12.36
9676.84, 12.37
9689.88, 12.38
9702.91, 12.38
9715.94, 12.39
9728.98, 12.40
9742.01, 12.40
9755.04, 12.41
9768.07, 12.42
9781.11, 12.42
9794.14, 12.43
9807.17, 12.44
9820.21, 12.44
9833.24, 12.45
9846.27, 12.46
9859.31, 12.46
9872.34, 12.47
9885.37, 12.48
9898.40, 12.48
9911.44, 12.49
9924.47, 12.50
9937.50, 12.50
9950.54, 12.51
9963.57, 12.52
9976.60, 12.52
9989.63, 12.53
10002.67, 12.54
10015.70, 12.54
10028.73, 12.55
10041.77, 12.56
10054.80, 12.56
10067.83, 12.57
10080.87, 12.58
10093.90, 12.58
10106.93, 12.59
10119.96, 12.60
10133.00, 12.60
10146.03, 12.61
10159.06, 12.62
10172.10, 12.62
10185.13, 12.63
10198.16, 12.64
10211.19, 12.64
10224.23, 12.65
10237.26, 12.65
10250.29, 12.66
10263.33, 12.67
10276.36, 12.67
10289.39, 12.68
10302.43, 12.69
10315.46, 12.69
10328.49, 12.70
10341.52, 12.71
10354.56, 12.71
10367.59, 12.72
10380.62, 12.73
10393.66, 12.73
10406.69, 12.74
10419.72, 12.75
10432.75, 12.75
10445.79, 12.76
10458.82, 12.76
10471.85, 12.77
10484.89, 12.78
10497.92, 12.78
10510.95, 12.79
10523.99, 12.80
10537.02, 12.80
10550.05, 12.81
10563.08, 12.82
10576.12, 12.82
10589.15, 12.83
10602.18, 12.84
10615.22, 12.84
10628.25, 12.85
10641.28, 12.85
10654.31, 12.86
10667.35, 12.87
10680.38, 12.87
10693.41, 12.88
10706.45, 12.89
10719.48, 12.89
10732.51, 12.90
10745.54, 12.90
10758.58, 12.91
10771.61, 12.92
10784.64, 12.92
10797.68, 12.93
10810.71, 12.94
10823.74, 12.94
10836.78, 12.95
10849.81, 12.96
10862.84, 12.96
10875.87, 12.97
10888.91, 12.97
10901.94, 12.98
10914.97, 12.99
10928.01, 12.99
10941.04, 13.00
10954.07, 13.01
10967.10, 13.01
10980.14, 13.02
10993.17, 13.02
11006.20, 13.03
11019.24, 13.04
11032.27, 13.04
11045.30, 13.05
11058.34, 13.06
11071.37, 13.06
11084.40, 13.07
11097.43, 13.07
11110.47, 13.08
11123.50, 13.09
11136.53, 13.09
11149.57, 13.10
11162.60, 13.10
11175.63, 13.11
11188.66, 13.12
11201.70, 13.12
11214.73, 13.13
11227.76, 13.14
11240.80, 13.14
11253.83, 13.15
11266.86, 13.15
11279.90, 13.16
11292.93, 13.17
11305.96, 13.17
11318.99, 13.18
11332.03, 13.18
11345.06, 13.19
11358.09, 13.20
11371.13, 13.20
11384.16, 13.21
11397.19, 13.22
11410.22, 13.22
11423.26, 13.23
11436.29, 13.23
11449.32, 13.24
11462.36, 13.25
11475.39, 13.25
11488.42, 13.26
11501.46, 13.26
11514.49, 13.27
11527.52, 13.28
11540.55, 13.28
11553.59, 13.29
11566.62, 13.29
11579.65, 13.30
11592.69, 13.31
11605.72, 13.31
11618.75, 13.32
11631.78, 13.32
11644.82, 13.33
11657.85, 13.34
11670.88, 13.34
11683.92, 13.35
11696.95, 13.35
11709.98, 13.36
11723.02, 13.37
11736.05, 13.37
11749.08, 13.38
11762.11, 13.38
11775.15, 13.39
11788.18, 13.40
11801.21, 13.40
11814.25, 13.41
11827.28, 13.41
11840.31, 13.42
11853.34, 13.43
11866.38, 13.43
11879.41, 13.44
11892.44, 13.44
11905.48, 13.45
11918.51, 13.46
11931.54, 13.46
11944.57, 13.47
11957.61, 13.47
11970.64, 13.48
11983.67, 13.49
11996.71, 13.49
12009.74, 13.50
12022.77, 13.50
12035.81, 13.51
12048.84, 13.52
12061.87, 13.52
12074.90, 13.53
12087.94, 13.53
12100.97, 13.54
12114.00, 13.54
12127.04, 13.55
12140.07, 13.56
12153.10, 13.56
12166.13, 13.57
12179.17, 13.57
12192.20, 13.58
12205.23, 13.59
12218.27, 13.59
12231.30, 13.60
12244.33, 13.60
12257.37, 13.61
12270.40, 13.61
12283.43, 13.62
12296.46, 13.63
12309.50, 13.63
12322.53, 13.64
12335.56, 13.64
12348.60, 13.65
12361.63, 13.66
12374.66, 13.66
12387.69, 13.67
12400.73, 13.67
12413.76, 13.68
12426.79, 13.68
12439.83, 13.69
12452.86, 13.70
12465.89, 13.70
12478.93, 13.71
12491.96, 13.71
12504.99, 13.72
12518.02, 13.73
12531.06, 13.73
12544.09, 13.74
12557.12, 13.74
12570.16, 13.75
12583.19, 13.75
12596.22, 13.76
12609.25, 13.77
12622.29, 13.77
12635.32, 13.78
12648.35, 13.78
12661.39, 13.79
12674.42, 13.79
12687.45, 13.80
12700.49, 13.81
12713.52, 13.81
12726.55, 13.82
12739.58, 13.82
12752.62, 13.83
12765.65, 13.83
12778.68, 13.84
12791.72, 13.85
12804.75, 13.85
12817.78, 13.86
12830.81, 13.86
12843.85, 13.87
12856.88, 13.87
12869.91, 13.88
12882.95, 13.88
12895.98, 13.89
12909.01, 13.90
12922.04, 13.90
12935.08, 13.91
12948.11, 13.91
12961.14, 13.92
12974.18, 13.92
12987.21, 13.93
13000.24, 13.94
13013.28, 13.94
13026.31, 13.95
13039.34, 13.95
13052.37, 13.96
13065.41, 13.96
13078.44, 13.97
13091.47, 13.98
13104.51, 13.98
13117.54, 13.99
13130.57, 13.99
13143.60, 14.00
13156.64, 14.00
13169.67, 14.01
13182.70, 14.01
13195.74, 14.02
13208.77, 14.03
13221.80, 14.03
13234.84, 14.04
13247.87, 14.04
13260.90, 14.05
13273.93, 14.05
13286.97, 14.06
13300.00, 14.06
13300.00, 14.06
13422.70, 14.12
13545.40, 14.17
13668.10, 14.22
13790.79, 14.27
13913.49, 14.32
14036.19, 14.37
14158.89, 14.42
14281.59, 14.47
14404.29, 14.52
14526.99, 14.57
14649.69, 14.61
14772.38, 14.66
14895.08, 14.71
15017.78, 14.75
15140.48, 14.80
15263.18, 14.85
15385.88, 14.89
15508.58, 14.94
15631.28, 14.98
15753.97, 15.03
15876.67, 15.07
15999.37, 15.11
16122.07, 15.16
16244.77, 15.20
16367.47, 15.24
16490.17, 15.29
16612.87, 15.33
16735.56, 15.37
16858.26, 15.41
16980.96, 15.46
17103.66, 15.50
17226.36, 15.54
17349.06, 15.58
17471.76, 15.62
17594.46, 15.66
17717.15, 15.70
17839.85, 15.74
17962.55, 15.78
18085.25, 15.82
18207.95, 15.86
18330.65, 15.90
18453.35, 15.94
18576.04, 15.98
18698.74, 16.01
18821.44, 16.05
18944.14, 16.09
19066.84, 16.13
19189.54, 16.17
19312.24, 16.20
19434.94, 16.24
19557.63, 16.28
19680.33, 16.31
19803.03, 16.35
19925.73, 16.39
20048.43, 16.42
20171.13, 16.46
20293.83, 16.50
20416.53, 16.53
20539.22, 16.57
20661.92, 16.60
20784.62, 16.64
20907.32, 16.67
21030.02, 16.71
21152.72, 16.74
21275.42, 16.78
21398.12, 16.81
21520.81, 16.84
21643.51, 16.88
21766.21, 16.91
21888.91, 16.95
22011.61, 16.98
22134.31, 17.01
22257.01, 17.05
22379.71, 17.08
22502.40, 17.11
22625.10, 17.14
22747.80, 17.18
22870.50, 17.21
22993.20, 17.24
23115.90, 17.27
23238.60, 17.31
23361.30, 17.34
23483.99, 17.37
23606.69, 17.40
23729.39, 17.43
23852.09, 17.46
23974.79, 17.49
24097.49, 17.53
24220.19, 17.56
24342.88, 17.59
24465.58, 17.62
24588.28, 17.65
24710.98, 17.68
24833.68, 17.71
24956.38, 17.74
25079.08, 17.77
25201.78, 17.80
25324.47, 17.83
25447.17, 17.86
25569.87, 17.89
25692.57, 17.92
25815.27, 17.95
25937.97, 17.98
26060.67, 18.01
26183.37, 18.04
26306.06, 18.06
26428.76, 18.09
26551.46, 18.12
26674.16, 18.15
26796.86, 18.18
26919.56, 18.21
27042.26, 18.24
27164.96, 18.26
27287.65, 18.29
27410.35, 18.32
27533.05, 18.35
27655.75, 18.38
27778.45, 18.40
27901.15, 18.43
28023.85, 18.46
28146.55, 18.49
28269.24, 18.51
28391.94, 18.54
28514.64, 18.57
28637.34, 18.59
28760.04, 18.62
28882.74, 18.65
29005.44, 18.68
29128.13, 18.70
29250.83, 18.73
29373.53, 18.76
29496.23, 18.78
29618.93, 18.81
29741.63, 18.83
29864.33, 18.86
29987.03, 18.89
30109.72, 18.91
30232.42, 18.94
30355.12, 18.96
30477.82, 18.99
30600.52, 19.02
30723.22, 19.04
30845.92, 19.07
30968.62, 19.09
31091.31, 19.12
31214.01, 19.14
31336.71, 19.17
31459.41, 19.19
31582.11, 19.22
31704.81, 19.24
31827.51, 19.27
31950.21, 19.29
32072.90, 19.32
32195.60, 19.34
32318.30, 19.37
32441.00, 19.39
32563.70, 19.42
32686.40, 19.44
32809.10, 19.46
32931.80, 19.49
33054.49, 19.51
33177.19, 19.54
33299.89, 19.56
33422.59, 19.58
33545.29, 19.61
33667.99, 19.63
33790.69, 19.66
33913.38, 19.68
34036.08, 19.70
34158.78, 19.73
34281.48, 19.75
34404.18, 19.77
34526.88, 19.80
34649.58, 19.82
34772.28, 19.84
34894.97, 19.87
35017.67, 19.89
35140.37, 19.91
35263.07, 19.94
35385.77, 19.96
35508.47, 19.98
35631.17, 20.00
35753.87, 20.03
35876.56, 20.05
35999.26, 20.07
36121.96, 20.10
36244.66, 20.12
36367.36, 20.14
36490.06, 20.16
36612.76, 20.19
36735.46, 20.21
36858.15, 20.23
36980.85, 20.25
37103.55, 20.27
37226.25, 20.30
37348.95, 20.32
37471.65, 20.34
37594.35, 20.36
37717.05, 20.38
37839.74, 20.41
37962.44, 20.43
38085.14, 20.45
38207.84, 20.47
38330.54, 20.49
38453.24, 20.51
38575.94, 20.53
38698.64, 20.56
38821.33, 20.58
38944.03, 20.60
39066.73, 20.62
39189.43, 20.64
39312.13, 20.66
39434.83, 20.68
39557.53, 20.70
39680.22, 20.73
39802.92, 20.75
39925.62, 20.77
40048.32, 20.79
40171.02, 20.81
40293.72, 20.83
40416.42, 20.85
40539.12, 20.87
40661.81, 20.89
40784.51, 20.91
40907.21, 20.93
41029.91, 20.95
41152.61, 20.97
41275.31, 20.99
41398.01, 21.01
41520.71, 21.03
41643.40, 21.05
41766.10, 21.07
41888.80, 21.09
42011.50, 21.11
42134.20, 21.14
42256.90, 21.16
42379.60, 21.17
42502.30, 21.19
42624.99, 21.21
42747.69, 21.23
42870.39, 21.25
42993.09, 21.27
43115.79, 21.29
43238.49, 21.31
43361.19, 21.33
43483.89, 21.35
43606.58, 21.37
43729.28, 21.39
43851.98, 21.41
43974.68, 21.43
44097.38, 21.45
44220.08, 21.47
44342.78, 21.49
44465.47, 21.51
44588.17, 21.53
44710.87, 21.55
44833.57, 21.57
44956.27, 21.58
45078.97, 21.60
45201.67, 21.62
45324.37, 21.64
45447.06, 21.66
45569.76, 21.68
45692.46, 21.70
45815.16, 21.72
45937.86, 21.74
46060.56, 21.75
46183.26, 21.77
46305.96, 21.79
46428.65, 21.81
46551.35, 21.83
46674.05, 21.85
46796.75, 21.87
46919.45, 21.88
47042.15, 21.90
47164.85, 21.92
47287.55, 21.94
47410.24, 21.96
47532.94, 21.98
47655.64, 21.99
47778.34, 22.01
47901.04, 22.03
48023.74, 22.05
48146.44, 22.07
48269.14, 22.09
48391.83, 22.10
48514.53, 22.12
48637.23, 22.14
48759.93, 22.16
48882.63, 22.18
49005.33, 22.19
49128.03, 22.21
49250.72, 22.23
49373.42, 22.25
49496.12, 22.26
49618.82, 22.28
49741.52, 22.30
49864.22, 22.32
49986.92, 22.33
50109.62, 22.35
50232.31, 22.37
50355.01, 22.39
50477.71, 22.41
50600.41, 22.42
50723.11, 22.44
50845.81, 22.46
50968.51, 22.47
51091.21, 22.49
51213.90, 22.51
51336.60, 22.53
51459.30, 22.54
51582.00, 22.56
51704.70, 22.58
51827.40, 22.60
51950.10, 22.61
52072.80, 22.63
52195.49, 22.65
52318.19, 22.66
52440.89, 22.68
52563.59, 22.70
52686.29, 22.71
52808.99, 22.73
52931.69, 22.75
53054.39, 22.77
53177.08, 22.78
53299.78, 22.80
53422.48, 22.82
53545.18, 22.83
53667.88, 22.85
53790.58, 22.87
53913.28, 22.88
54035.98, 22.90
54158.67, 22.92
54281.37, 22.93
54404.07, 22.95
54526.77, 22.97
54649.47, 22.98
54772.17, 23.00
54894.87, 23.01
55017.56, 23.03
55140.26, 23.05
55262.96, 23.06
55385.66, 23.08
55508.36, 23.10
55631.06, 23.11
55753.76, 23.13
55876.46, 23.14
55999.15, 23.16
56121.85, 23.18
56244.55, 23.19
56367.25, 23.21
56489.95, 23.23
56612.65, 23.24
56735.35, 23.26
56858.05, 23.27
56980.74, 23.29
57103.44, 23.31
57226.14, 23.32
57348.84, 23.34
57471.54, 23.35
57594.24, 23.37
57716.94, 23.38
57839.64, 23.40
57962.33, 23.42
58085.03, 23.43
58207.73, 23.45
58330.43, 23.46
58453.13, 23.48
58575.83, 23.49
58698.53, 23.51
58821.23, 23.53
58943.92, 23.54
59066.62, 23.56
59189.32, 23.57
59312.02, 23.59
59434.72, 23.60
59557.42, 23.62
59680.12, 23.63
59802.81, 23.65
59925.51, 23.67
60048.21, 23.68
60170.91, 23.70
60293.61, 23.71
60416.31, 23.73
60539.01, 23.74
60661.71, 23.76
60784.40, 23.77
60907.10, 23.79
61029.80, 23.80
61152.50, 23.82
61275.20, 23.83
61397.90, 23.85
61520.60, 23.86
61643.30, 23.88
61765.99, 23.89
61888.69, 23.91
62011.39, 23.92
62134.09, 23.94
62256.79, 23.95
62379.49, 23.97
62502.19, 23.98
62624.89, 24.00
62747.58, 24.01
62870.28, 24.03
62992.98, 24.04
63115.68, 24.06
63238.38, 24.07
63361.08, 24.09
63483.78, 24.10
63606.48, 24.12
63729.17, 24.13
63851.87, 24.15
63974.57, 24.16
64097.27, 24.18
64219.97, 24.19
64342.67, 24.20
64465.37, 24.22
64588.06, 24.23
64710.76, 24.25
64833.46, 24.26
64956.16, 24.28
65078.86, 24.29
65201.56, 24.31
65324.26, 24.32
65446.96, 24.33
65569.65, 24.35
65692.35, 24.36
65815.05, 24.38
65937.75, 24.39
66060.45, 24.41
66183.15, 24.42
66305.85, 24.44
66428.55, 24.45
66551.24, 24.46
66673.94, 24.48
66796.64, 24.49
66919.34, 24.51
67042.04, 24.52
67164.74, 24.53
67287.44, 24.55
67410.14, 24.56
67532.83, 24.58
67655.53, 24.59
67778.23, 24.61
67900.93, 24.62
68023.63, 24.63
68146.33, 24.65
68269.03, 24.66
68391.73, 24.68
68514.42, 24.69
68637.12, 24.70
68759.82, 24.72
68882.52, 24.73
69005.22, 24.74
69127.92, 24.76
69250.62, 24.77
69373.32, 24.79
69496.01, 24.80
69618.71, 24.81
69741.41, 24.83
69864.11, 24.84
69986.81, 24.85
70109.51, 24.87
70232.21, 24.88
70354.90, 24.90
70477.60, 24.91
70600.30, 24.92
70723.00, 24.94
70845.70, 24.95
70968.40, 24.96
71091.10, 24.98
71213.80, 24.99
71336.49, 25.00
71459.19, 25.02
71581.89, 25.03
71704.59, 25.05
71827.29, 25.06
71949.99, 25.07
72072.69, 25.09
72195.39, 25.10
72318.08, 25.11
72440.78, 25.13
72563.48, 25.14
72686.18, 25.15
72808.88, 25.17
72931.58, 25.18
73054.28, 25.19
73176.98, 25.21
73299.67, 25.22
73422.37, 25.23
73545.07, 25.25
73667.77, 25.26
73790.47, 25.27
73913.17, 25.28
74035.87, 25.30
74158.57, 25.31
74281.26, 25.32
74403.96, 25.34
74526.66, 25.35
74649.36, 25.36
74772.06, 25.38
74894.76, 25.39
75017.46, 25.40
75140.15, 25.42
75262.85, 25.43
75385.55, 25.44
75508.25, 25.45
75630.95, 25.47
75753.65, 25.48
75876.35, 25.49
75999.05, 25.51
76121.74, 25.52
76244.44, 25.53
76367.14, 25.55
76489.84, 25.56
76612.54, 25.57
76735.24, 25.58
76857.94, 25.60
76980.64, 25.61
77103.33, 25.62
77226.03, 25.63
77348.73, 25.65
77471.43, 25.66
77594.13, 25.67
77716.83, 25.69
77839.53, 25.70
77962.23, 25.71
78084.92, 25.72
78207.62, 25.74
78330.32, 25.75
78453.02, 25.76
78575.72, 25.77
78698.42, 25.79
78821.12, 25.80
78943.82, 25.81
79066.51, 25.82
79189.21, 25.84
79311.91, 25.85
79434.61, 25.86
79557.31, 25.87
79680.01, 25.89
79802.71, 25.90
79925.40, 25.91
80048.10, 25.92
80170.80, 25.94
80293.50, 25.95
80416.20, 25.96
80538.90, 25.97
80661.60, 25.99
80784.30, 26.00
80906.99, 26.01
81029.69, 26.02
81152.39, 26.04
81275.09, 26.05
81397.79, 26.06
81520.49, 26.07
81643.19, 26.08
81765.89, 26.10
81888.58, 26.11
82011.28, 26.12
82133.98, 26.13
82256.68, 26.15
82379.38, 26.16
82502.08, 26.17
82624.78, 26.18
82747.48, 26.19
82870.17, 26.21
82992.87, 26.22
83115.57, 26.23
83238.27, 26.24
83360.97, 26.25
83483.67, 26.27
83606.37, 26.28
83729.07, 26.29
83851.76, 26.30
83974.46, 26.32
84097.16, 26.33
84219.86, 26.34
84342.56, 26.35
84465.26, 26.36
84587.96, 26.37
84710.66, 26.39
84833.35, 26.40
84956.05, 26.41
85078.75, 26.42
85201.45, 26.43
85324.15, 26.45
85446.85, 26.46
85569.55, 26.47
85692.24, 26.48
85814.94, 26.49
85937.64, 26.51
86060.34, 26.52
86183.04, 26.53
86305.74, 26.54
86428.44, 26.55
86551.14, 26.56
86673.83, 26.58
86796.53, 26.59
86919.23, 26.60
87041.93, 26.61
87164.63, 26.62
87287.33, 26.63
87410.03, 26.65
87532.73, 26.66
87655.42, 26.67
87778.12, 26.68
87900.82, 26.69
88023.52, 26.70
88146.22, 26.72
88268.92, 26.73
88391.62, 26.74
88514.32, 26.75
88637.01, 26.76
88759.71, 26.77
88882.41, 26.79
89005.11, 26.80
89127.81, 26.81
89250.51, 26.82
89373.21, 26.83
89495.91, 26.84
89618.60, 26.85
89741.30, 26.87
89864.00, 26.88
89986.70, 26.89
90109.40, 26.90
90232.10, 26.91
90354.80, 26.92
90477.49, 26.93
90600.19, 26.95
90722.89, 26.96
90845.59, 26.97
90968.29, 26.98
91090.99, 26.99
91213.69, 27.00
91336.39, 27.01
91459.08, 27.02
91581.78, 27.04
91704.48, 27.05
91827.18, 27.06
91949.88, 27.07
92072.58, 27.08
92195.28, 27.09
92317.98, 27.10
92440.67, 27.11
92563.37, 27.13
92686.07, 27.14
92808.77, 27.15
92931.47, 27.16
93054.17, 27.17
93176.87, 27.18
93299.57, 27.19
93422.26, 27.20
93544.96, 27.21
93667.66, 27.23
93790.36, 27.24
93913.06, 27.25
94035.76, 27.26
94158.46, 27.27
94281.16, 27.28
94403.85, 27.29
94526.55, 27.30
94649.25, 27.31
94771.95, 27.33
94894.65, 27.34
95017.35, 27.35
95140.05, 27.36
95262.74, 27.37
95385.44, 27.38
95508.14, 27.39
95630.84, 27.40
95753.54, 27.41
95876.24, 27.42
95998.94, 27.43
96121.64, 27.45
96244.33, 27.46
96367.03, 27.47
96489.73, 27.48
96612.43, 27.49
96735.13, 27.50
96857.83, 27.51
96980.53, 27.52
97103.23, 27.53
97225.92, 27.54
97348.62, 27.55
97471.32, 27.56
97594.02, 27.58
97716.72, 27.59
97839.42, 27.60
97962.12, 27.61
98084.82, 27.62
98207.51, 27.63
98330.21, 27.64
98452.91, 27.65
98575.61, 27.66
98698.31, 27.67
98821.01, 27.68
98943.71, 27.69
99066.41, 27.70
99189.10, 27.71
99311.80, 27.72
99434.50, 27.74
99557.20, 27.75
99679.90, 27.76
99802.60, 27.77
99925.30, 27.78
100048.00, 27.79
100170.69, 27.80
100293.39, 27.81
100416.09, 27.82
100538.79, 27.83
100661.49, 27.84
100784.19, 27.85
100906.89, 27.86
101029.58, 27.87
101152.28, 27.88
101274.98, 27.89
101397.68, 27.90
101520.38, 27.91
101643.08, 27.92
101765.78, 27.94
101888.48, 27.95
102011.17, 27.96
102133.87, 27.97
102256.57, 27.98
102379.27, 27.99
102501.97, 28.00
102624.67, 28.01
102747.37, 28.02
102870.07, 28.03
102992.76, 28.04
103115.46, 28.05
103238.16, 28.06
103360.86, 28.07
103483.56, 28.08
103606.26, 28.09
103728.96, 28.10
103851.66, 28.11
103974.35, 28.12
104097.05, 28.13
104219.75, 28.14
104342.45, 28.15
104465.15, 28.16
104587.85, 28.17
104710.55, 28.18
104833.25, 28.19
104955.94, 28.20
105078.64, 28.21
105201.34, 28.22
105324.04, 28.23
105446.74, 28.24
105569.44, 28.25
105692.14, 28.26
105814.83, 28.27
105937.53, 28.29
106060.23, 28.30
106182.93, 28.31
106305.63, 28.32
106428.33, 28.33
106551.03, 28.34
106673.73, 28.35
106796.42, 28.36
106919.12, 28.37
107041.82, 28.38
107164.52, 28.39
107287.22, 28.40
107409.92, 28.41
107532.62, 28.42
107655.32, 28.43
107778.01, 28.44
107900.71, 28.45
108023.41, 28.46
108146.11, 28.47
108268.81, 28.48
108391.51, 28.49
108514.21, 28.50
108636.91, 28.51
108759.60, 28.52
108882.30, 28.53
109005.00, 28.54
109127.70, 28.55
109250.40, 28.56
109373.10, 28.57
109495.80, 28.58
109618.50, 28.59
109741.19, 28.60
109863.89, 28.61
109986.59, 28.62
110109.29, 28.63
110231.99, 28.63
110354.69, 28.64
110477.39, 28.65
110600.08, 28.66
110722.78, 28.67
110845.48, 28.68
110968.18, 28.69
111090.88, 28.70
111213.58, 28.71
111336.28, 28.72
111458.98, 28.73
111581.67, 28.74
111704.37, 28.75
111827.07, 28.76
111949.77, 28.77
112072.47, 28.78
112195.17, 28.79
112317.87, 28.80
112440.57, 28.81
112563.26, 28.82
112685.96, 28.83
112808.66, 28.84
112931.36, 28.85
113054.06, 28.86
113176.76, 28.87
113299.46, 28.88
113422.16, 28.89
113544.85, 28.90
113667.55, 28.91
113790.25, 28.92
113912.95, 28.93
114035.65, 28.94
114158.35, 28.95
114281.05, 28.96
114403.75, 28.97
114526.44, 28.97
114649.14, 28.98
114771.84, 28.99
114894.54, 29.00
115017.24, 29.01
115139.94, 29.02
115262.64, 29.03
115385.34, 29.04
115508.03, 29.05
115630.73, 29.06
115753.43, 29.07
115876.13, 29.08
115998.83, 29.09
116121.53, 29.10
116244.23, 29.11
116366.92, 29.12
116489.62, 29.13
116612.32, 29.14
116735.02, 29.15
116857.72, 29.16
116980.42, 29.17
117103.12, 29.17
117225.82, 29.18
117348.51, 29.19
117471.21, 29.20
117593.91, 29.21
117716.61, 29.22
117839.31, 29.23
117962.01, 29.24
118084.71, 29.25
118207.41, 29.26
118330.10, 29.27
118452.80, 29.28
118575.50, 29.29
118698.20, 29.30
118820.90, 29.31
118943.60, 29.32
119066.30, 29.32
119189.00, 29.33
119311.69, 29.34
119434.39, 29.35
119557.09, 29.36
119679.79, 29.37
119802.49, 29.38
119925.19, 29.39
120047.89, 29.40
120170.59, 29.41
120293.28, 29.42
120415.98, 29.43
120538.68, 29.44
120661.38, 29.45
120784.08, 29.45
120906.78, 29.46
121029.48, 29.47
121152.17, 29.48
121274.87, 29.49
121397.57, 29.50
121520.27, 29.51
121642.97, 29.52
121765.67, 29.53
121888.37, 29.54
122011.07, 29.55
122133.76, 29.56
122256.46, 29.56
122379.16, 29.57
122501.86, 29.58
122624.56, 29.59
122747.26, 29.60
122869.96, 29.61
122992.66, 29.62
123115.35, 29.63
123238.05, 29.64
123360.75, 29.65
123483.45, 29.66
123606.15, 29.66
123728.85, 29.67
123851.55, 29.68
