t [yr], r [pc]
71.99, 0.46
73.30, 0.47
74.62, 0.48
75.93, 0.48
77.25, 0.49
78.56, 0.50
79.87, 0.51
81.19, 0.52
82.50, 0.52
83.82, 0.53
85.13, 0.54
86.45, 0.55
87.76, 0.56
89.08, 0.57
90.39, 0.57
91.71, 0.58
93.02, 0.59
94.33, 0.60
95.65, 0.61
96.96, 0.62
98.28, 0.62
99.59, 0.63
100.91, 0.64
102.22, 0.65
103.54, 0.66
104.85, 0.67
106.17, 0.67
107.48, 0.68
108.79, 0.69
110.11, 0.70
111.42, 0.71
112.74, 0.71
114.05, 0.72
115.37, 0.73
116.68, 0.74
118.00, 0.75
119.31, 0.76
120.63, 0.76
121.94, 0.77
123.26, 0.78
124.57, 0.79
125.88, 0.80
127.20, 0.80
128.51, 0.81
129.83, 0.82
131.14, 0.83
132.46, 0.84
133.77, 0.85
135.09, 0.85
136.40, 0.86
137.72, 0.87
139.03, 0.88
140.34, 0.89
141.66, 0.89
142.97, 0.90
144.29, 0.91
145.60, 0.92
146.92, 0.93
148.23, 0.93
149.55, 0.94
150.86, 0.95
152.18, 0.96
153.49, 0.97
154.80, 0.98
156.12, 0.98
157.43, 0.99
158.75, 1.00
160.06, 1.01
161.38, 1.02
162.69, 1.02
164.01, 1.03
165.32, 1.04
166.64, 1.05
167.95, 1.06
169.27, 1.06
170.58, 1.07
171.89, 1.08
173.21, 1.09
174.52, 1.10
175.84, 1.10
177.15, 1.11
178.47, 1.12
179.78, 1.13
181.10, 1.14
182.41, 1.14
183.73, 1.15
185.04, 1.16
186.35, 1.17
187.67, 1.18
188.98, 1.18
190.30, 1.19
191.61, 1.20
192.93, 1.21
194.24, 1.22
195.56, 1.22
196.87, 1.23
198.19, 1.24
199.50, 1.25
200.81, 1.26
202.13, 1.26
203.44, 1.27
204.76, 1.28
206.07, 1.29
207.39, 1.30
208.70, 1.30
210.02, 1.31
211.33, 1.32
212.65, 1.33
213.96, 1.33
215.28, 1.34
216.59, 1.35
217.90, 1.36
219.22, 1.37
220.53, 1.37
221.85, 1.38
223.16, 1.39
224.48, 1.40
225.79, 1.41
227.11, 1.41
228.42, 1.42
229.74, 1.43
231.05, 1.44
232.36, 1.44
233.68, 1.45
234.99, 1.46
236.31, 1.47
237.62, 1.48
238.94, 1.48
240.25, 1.49
241.57, 1.50
242.88, 1.51
244.20, 1.52
245.51, 1.52
246.82, 1.53
248.14, 1.54
249.45, 1.55
250.77, 1.55
252.08, 1.56
253.40, 1.57
254.71, 1.58
256.03, 1.58
257.34, 1.59
258.66, 1.60
259.97, 1.61
261.29, 1.62
262.60, 1.62
263.91, 1.63
265.23, 1.64
266.54, 1.65
267.86, 1.65
269.17, 1.66
270.49, 1.67
271.80, 1.68
273.12, 1.69
274.43, 1.69
275.75, 1.70
277.06, 1.71
278.37, 1.72
279.69, 1.72
281.00, 1.73
282.32, 1.74
283.63, 1.75
284.95, 1.75
286.26, 1.76
287.58, 1.77
288.89, 1.78
290.21, 1.78
291.52, 1.79
292.83, 1.80
294.15, 1.81
295.46, 1.81
296.78, 1.82
298.09, 1.83
299.41, 1.84
300.72, 1.85
302.04, 1.85
303.35, 1.86
304.67, 1.87
305.98, 1.88
307.30, 1.88
308.61, 1.89
309.92, 1.90
311.24, 1.91
312.55, 1.91
313.87, 1.92
315.18, 1.93
316.50, 1.94
317.81, 1.94
319.13, 1.95
320.44, 1.96
321.76, 1.97
323.07, 1.97
324.38, 1.98
325.70, 1.99
327.01, 2.00
328.33, 2.00
329.64, 2.01
330.96, 2.02
332.27, 2.03
333.59, 2.03
334.90, 2.04
336.22, 2.05
337.53, 2.06
338.84, 2.06
340.16, 2.07
341.47, 2.08
342.79, 2.08
344.10, 2.09
345.42, 2.10
346.73, 2.11
348.05, 2.11
349.36, 2.12
350.68, 2.13
351.99, 2.14
353.31, 2.14
354.62, 2.15
355.93, 2.16
357.25, 2.17
358.56, 2.17
359.88, 2.18
361.19, 2.19
362.51, 2.20
363.82, 2.20
365.14, 2.21
366.45, 2.22
367.77, 2.22
369.08, 2.23
370.39, 2.24
371.71, 2.25
373.02, 2.25
374.34, 2.26
375.65, 2.27
376.97, 2.28
378.28, 2.28
379.60, 2.29
380.91, 2.30
382.23, 2.30
383.54, 2.31
384.85, 2.32
386.17, 2.33
387.48, 2.33
388.80, 2.34
390.11, 2.35
391.43, 2.36
392.74, 2.36
394.06, 2.37
395.37, 2.38
396.69, 2.38
398.00, 2.39
399.32, 2.40
400.63, 2.41
401.94, 2.41
403.26, 2.42
404.57, 2.43
405.89, 2.43
407.20, 2.44
408.52, 2.45
409.83, 2.46
411.15, 2.46
412.46, 2.47
413.78, 2.48
415.09, 2.48
416.40, 2.49
417.72, 2.50
419.03, 2.51
420.35, 2.51
421.66, 2.52
422.98, 2.53
424.29, 2.53
425.61, 2.54
426.92, 2.55
428.24, 2.55
429.55, 2.56
430.86, 2.57
432.18, 2.58
433.49, 2.58
434.81, 2.59
436.12, 2.60
437.44, 2.60
438.75, 2.61
440.07, 2.62
441.38, 2.63
442.70, 2.63
444.01, 2.64
445.32, 2.65
446.64, 2.65
447.95, 2.66
449.27, 2.67
450.58, 2.67
451.90, 2.68
453.21, 2.69
454.53, 2.69
455.84, 2.70
457.16, 2.71
458.47, 2.72
459.79, 2.72
461.10, 2.73
462.41, 2.74
463.73, 2.74
465.04, 2.75
466.36, 2.76
467.67, 2.76
468.99, 2.77
470.30, 2.78
471.62, 2.78
472.93, 2.79
474.25, 2.80
475.56, 2.81
476.87, 2.81
478.19, 2.82
479.50, 2.83
480.82, 2.83
482.13, 2.84
483.45, 2.85
484.76, 2.85
486.08, 2.86
487.39, 2.87
488.71, 2.87
490.02, 2.88
491.33, 2.89
492.65, 2.89
493.96, 2.90
495.28, 2.91
496.59, 2.91
497.91, 2.92
499.22, 2.93
500.54, 2.93
501.85, 2.94
503.17, 2.95
504.48, 2.95
505.80, 2.96
507.11, 2.97
508.42, 2.98
509.74, 2.98
511.05, 2.99
512.37, 3.00
513.68, 3.00
515.00, 3.01
516.31, 3.02
517.63, 3.02
518.94, 3.03
520.26, 3.04
521.57, 3.04
522.88, 3.05
524.20, 3.06
525.51, 3.06
526.83, 3.07
528.14, 3.08
529.46, 3.08
530.77, 3.09
532.09, 3.10
533.40, 3.10
534.72, 3.11
536.03, 3.12
537.34, 3.12
538.66, 3.13
539.97, 3.13
541.29, 3.14
542.60, 3.15
543.92, 3.15
545.23, 3.16
546.55, 3.17
547.86, 3.17
549.18, 3.18
550.49, 3.19
551.81, 3.19
553.12, 3.20
554.43, 3.21
555.75, 3.21
557.06, 3.22
558.38, 3.23
559.69, 3.23
561.01, 3.24
562.32, 3.25
563.64, 3.25
564.95, 3.26
566.27, 3.27
567.58, 3.27
568.89, 3.28
570.21, 3.28
571.52, 3.29
572.84, 3.30
574.15, 3.30
575.47, 3.31
576.78, 3.32
578.10, 3.32
579.41, 3.33
580.73, 3.34
582.04, 3.34
583.35, 3.35
584.67, 3.36
585.98, 3.36
587.30, 3.37
588.61, 3.37
589.93, 3.38
591.24, 3.39
592.56, 3.39
593.87, 3.40
595.19, 3.41
596.50, 3.41
597.82, 3.42
599.13, 3.43
600.44, 3.43
601.76, 3.44
603.07, 3.44
604.39, 3.45
605.70, 3.46
607.02, 3.46
608.33, 3.47
609.65, 3.48
610.96, 3.48
612.28, 3.49
613.59, 3.50
614.90, 3.50
616.22, 3.51
617.53, 3.51
618.85, 3.52
620.16, 3.53
621.48, 3.53
622.79, 3.54
624.11, 3.55
625.42, 3.55
626.74, 3.56
628.05, 3.56
629.36, 3.57
630.68, 3.58
631.99, 3.58
633.31, 3.59
634.62, 3.60
635.94, 3.60
637.25, 3.61
638.57, 3.61
639.88, 3.62
641.20, 3.63
642.51, 3.63
643.83, 3.64
645.14, 3.64
646.45, 3.65
647.77, 3.66
649.08, 3.66
650.40, 3.67
651.71, 3.68
653.03, 3.68
654.34, 3.69
655.66, 3.69
656.97, 3.70
658.29, 3.71
659.60, 3.71
660.91, 3.72
662.23, 3.72
663.54, 3.73
664.86, 3.74
666.17, 3.74
667.49, 3.75
668.80, 3.75
670.12, 3.76
671.43, 3.77
672.75, 3.77
674.06, 3.78
675.37, 3.78
676.69, 3.79
678.00, 3.80
679.32, 3.80
680.63, 3.81
681.95, 3.82
683.26, 3.82
684.58, 3.83
685.89, 3.83
687.21, 3.84
688.52, 3.85
689.84, 3.85
691.15, 3.86
692.46, 3.86
693.78, 3.87
695.09, 3.87
696.41, 3.88
697.72, 3.89
699.04, 3.89
700.35, 3.90
701.67, 3.90
702.98, 3.91
704.30, 3.92
705.61, 3.92
706.92, 3.93
708.24, 3.93
709.55, 3.94
710.87, 3.95
712.18, 3.95
713.50, 3.96
714.81, 3.96
716.13, 3.97
717.44, 3.98
718.76, 3.98
720.07, 3.99
721.38, 3.99
722.70, 4.00
724.01, 4.00
725.33, 4.01
726.64, 4.02
727.96, 4.02
729.27, 4.03
730.59, 4.03
731.90, 4.04
733.22, 4.05
734.53, 4.05
735.85, 4.06
737.16, 4.06
738.47, 4.07
739.79, 4.07
741.10, 4.08
742.42, 4.09
743.73, 4.09
745.05, 4.10
746.36, 4.10
747.68, 4.11
748.99, 4.11
750.31, 4.12
751.62, 4.13
752.93, 4.13
754.25, 4.14
755.56, 4.14
756.88, 4.15
758.19, 4.15
759.51, 4.16
760.82, 4.17
762.14, 4.17
763.45, 4.18
764.77, 4.18
766.08, 4.19
767.39, 4.19
768.71, 4.20
770.02, 4.21
771.34, 4.21
772.65, 4.22
773.97, 4.22
775.28, 4.23
776.60, 4.23
777.91, 4.24
779.23, 4.25
780.54, 4.25
781.86, 4.26
783.17, 4.26
784.48, 4.27
785.80, 4.27
787.11, 4.28
788.43, 4.28
789.74, 4.29
791.06, 4.30
792.37, 4.30
793.69, 4.31
795.00, 4.31
796.32, 4.32
797.63, 4.32
798.94, 4.33
800.26, 4.33
801.57, 4.34
802.89, 4.35
804.20, 4.35
805.52, 4.36
806.83, 4.36
808.15, 4.37
809.46, 4.37
810.78, 4.38
812.09, 4.38
813.40, 4.39
814.72, 4.40
816.03, 4.40
817.35, 4.41
818.66, 4.41
819.98, 4.42
821.29, 4.42
822.61, 4.43
823.92, 4.43
825.24, 4.44
826.55, 4.44
827.87, 4.45
829.18, 4.46
830.49, 4.46
831.81, 4.47
833.12, 4.47
834.44, 4.48
835.75, 4.48
837.07, 4.49
838.38, 4.49
839.70, 4.50
841.01, 4.50
842.33, 4.51
843.64, 4.51
844.95, 4.52
846.27, 4.53
847.58, 4.53
848.90, 4.54
850.21, 4.54
851.53, 4.55
852.84, 4.55
854.16, 4.56
855.47, 4.56
856.79, 4.57
858.10, 4.57
859.41, 4.58
860.73, 4.58
862.04, 4.59
863.36, 4.60
864.67, 4.60
865.99, 4.61
867.30, 4.61
868.62, 4.62
869.93, 4.62
871.25, 4.63
872.56, 4.63
873.88, 4.64
875.19, 4.64
876.50, 4.65
877.82, 4.65
879.13, 4.66
880.45, 4.66
881.76, 4.67
883.08, 4.67
884.39, 4.68
885.71, 4.68
887.02, 4.69
888.34, 4.69
889.65, 4.70
890.96, 4.71
892.28, 4.71
893.59, 4.72
894.91, 4.72
896.22, 4.73
897.54, 4.73
898.85, 4.74
900.17, 4.74
901.48, 4.75
902.80, 4.75
904.11, 4.76
905.42, 4.76
906.74, 4.77
908.05, 4.77
909.37, 4.78
910.68, 4.78
912.00, 4.79
913.31, 4.79
914.63, 4.80
915.94, 4.80
917.26, 4.81
918.57, 4.81
919.89, 4.82
921.20, 4.82
922.51, 4.83
923.83, 4.83
925.14, 4.84
926.46, 4.84
927.77, 4.85
929.09, 4.85
930.40, 4.86
931.72, 4.86
933.03, 4.87
934.35, 4.87
935.66, 4.88
936.97, 4.88
938.29, 4.89
939.60, 4.89
940.92, 4.90
942.23, 4.90
943.55, 4.91
944.86, 4.91
946.18, 4.92
947.49, 4.92
948.81, 4.93
950.12, 4.93
951.43, 4.94
952.75, 4.94
954.06, 4.95
955.38, 4.95
956.69, 4.96
958.01, 4.96
959.32, 4.97
960.64, 4.97
961.95, 4.98
963.27, 4.98
964.58, 4.99
965.90, 4.99
967.21, 5.00
968.52, 5.00
969.84, 5.01
971.15, 5.01
972.47, 5.02
973.78, 5.02
975.10, 5.03
976.41, 5.03
977.73, 5.04
979.04, 5.04
980.36, 5.05
981.67, 5.05
982.98, 5.06
984.30, 5.06
985.61, 5.07
986.93, 5.07
988.24, 5.08
989.56, 5.08
990.87, 5.09
992.19, 5.09
993.50, 5.10
994.82, 5.10
996.13, 5.11
997.44, 5.11
998.76, 5.12
1000.07, 5.12
1001.39, 5.13
1002.70, 5.13
1004.02, 5.14
1005.33, 5.14
1006.65, 5.15
1007.96, 5.15
1009.28, 5.15
1010.59, 5.16
1011.91, 5.16
1013.22, 5.17
1014.53, 5.17
1015.85, 5.18
1017.16, 5.18
1018.48, 5.19
1019.79, 5.19
1021.11, 5.20
1022.42, 5.20
1023.74, 5.21
1025.05, 5.21
1026.37, 5.22
1027.68, 5.22
1028.99, 5.23
1030.31, 5.23
1031.62, 5.24
1032.94, 5.24
1034.25, 5.24
1035.57, 5.25
1036.88, 5.25
1038.20, 5.26
1039.51, 5.26
1040.83, 5.27
1042.14, 5.27
1043.45, 5.28
1044.77, 5.28
1046.08, 5.29
1047.40, 5.29
1048.71, 5.30
1050.03, 5.30
1051.34, 5.31
1052.66, 5.31
1053.97, 5.31
1055.29, 5.32
1056.60, 5.32
1057.92, 5.33
1059.23, 5.33
1060.54, 5.34
1061.86, 5.34
1063.17, 5.35
1064.49, 5.35
1065.80, 5.36
1067.12, 5.36
1068.43, 5.37
1069.75, 5.37
1071.06, 5.37
1072.38, 5.38
1073.69, 5.38
1075.00, 5.39
1076.32, 5.39
1077.63, 5.40
1078.95, 5.40
1080.26, 5.41
1081.58, 5.41
1082.89, 5.42
1084.21, 5.42
1085.52, 5.42
1086.84, 5.43
1088.15, 5.43
1089.46, 5.44
1090.78, 5.44
1092.09, 5.45
1093.41, 5.45
1094.72, 5.46
1096.04, 5.46
1097.35, 5.47
1098.67, 5.47
1099.98, 5.47
1101.30, 5.48
1102.61, 5.48
1103.93, 5.49
1105.24, 5.49
1106.55, 5.50
1107.87, 5.50
1109.18, 5.51
1110.50, 5.51
1111.81, 5.51
1113.13, 5.52
1114.44, 5.52
1115.76, 5.53
1117.07, 5.53
1118.39, 5.54
1119.70, 5.54
1121.01, 5.55
1122.33, 5.55
1123.64, 5.55
1124.96, 5.56
1126.27, 5.56
1127.59, 5.57
1128.90, 5.57
1130.22, 5.58
1131.53, 5.58
1132.85, 5.59
1134.16, 5.59
1135.47, 5.59
1136.79, 5.60
1138.10, 5.60
1139.42, 5.61
1140.73, 5.61
1142.05, 5.62
1143.36, 5.62
1144.68, 5.62
1145.99, 5.63
1147.31, 5.63
1148.62, 5.64
1149.94, 5.64
1151.25, 5.65
1152.56, 5.65
1153.88, 5.65
1155.19, 5.66
1156.51, 5.66
1157.82, 5.67
1159.14, 5.67
1160.45, 5.68
1161.77, 5.68
1163.08, 5.68
1164.40, 5.69
1165.71, 5.69
1167.02, 5.70
1168.34, 5.70
1169.65, 5.71
1170.97, 5.71
1172.28, 5.71
1173.60, 5.72
1174.91, 5.72
1176.23, 5.73
1177.54, 5.73
1178.86, 5.74
1180.17, 5.74
1181.48, 5.74
1182.80, 5.75
1184.11, 5.75
1185.43, 5.76
1186.74, 5.76
1188.06, 5.77
1189.37, 5.77
1190.69, 5.77
1192.00, 5.78
1193.32, 5.78
1194.63, 5.79
1195.95, 5.79
1197.26, 5.79
1198.57, 5.80
1199.89, 5.80
1201.20, 5.81
1202.52, 5.81
1203.83, 5.82
1205.15, 5.82
1206.46, 5.82
1207.78, 5.83
1209.09, 5.83
1210.41, 5.84
1211.72, 5.84
1213.03, 5.84
1214.35, 5.85
1215.66, 5.85
1216.98, 5.86
1218.29, 5.86
1219.61, 5.87
1220.92, 5.87
1222.24, 5.87
1223.55, 5.88
1224.87, 5.88
1226.18, 5.89
1227.49, 5.89
1228.81, 5.89
1230.12, 5.90
1231.44, 5.90
1232.75, 5.91
1234.07, 5.91
1235.38, 5.91
1236.70, 5.92
1238.01, 5.92
1239.33, 5.93
1240.64, 5.93
1241.95, 5.93
1243.27, 5.94
1244.58, 5.94
1245.90, 5.95
1247.21, 5.95
1248.53, 5.96
1249.84, 5.96
1251.16, 5.96
1252.47, 5.97
1253.79, 5.97
1255.10, 5.98
1256.42, 5.98
1257.73, 5.98
1259.04, 5.99
1260.36, 5.99
1261.67, 6.00
1262.99, 6.00
1264.30, 6.00
1265.62, 6.01
1266.93, 6.01
1268.25, 6.02
1269.56, 6.02
1270.88, 6.02
1272.19, 6.03
1273.50, 6.03
1274.82, 6.04
1276.13, 6.04
1277.45, 6.04
1278.76, 6.05
1280.08, 6.05
1281.39, 6.05
1282.71, 6.06
1284.02, 6.06
1285.34, 6.07
1286.65, 6.07
1287.96, 6.07
1289.28, 6.08
1290.59, 6.08
1291.91, 6.09
1293.22, 6.09
1294.54, 6.09
1295.85, 6.10
1297.17, 6.10
1298.48, 6.11
1299.80, 6.11
1301.11, 6.11
1302.43, 6.12
1303.74, 6.12
1305.05, 6.13
1306.37, 6.13
1307.68, 6.13
1309.00, 6.14
1310.31, 6.14
1311.63, 6.14
1312.94, 6.15
1314.26, 6.15
1314.26, 6.14
1359.28, 6.27
1404.30, 6.39
1449.33, 6.51
1494.35, 6.63
1539.38, 6.75
1584.40, 6.86
1629.42, 6.97
1674.45, 7.08
1719.47, 7.18
1764.49, 7.29
1809.52, 7.39
1854.54, 7.49
1899.57, 7.58
1944.59, 7.68
1989.61, 7.77
2034.64, 7.86
2079.66, 7.95
2124.69, 8.04
2169.71, 8.13
2214.73, 8.22
2259.76, 8.30
2304.78, 8.38
2349.80, 8.46
2394.83, 8.55
2439.85, 8.62
2484.88, 8.70
2529.90, 8.78
2574.92, 8.86
2619.95, 8.93
2664.97, 9.01
2709.99, 9.08
2755.02, 9.15
2800.04, 9.23
2845.07, 9.30
2890.09, 9.37
2935.11, 9.44
2980.14, 9.50
3025.16, 9.57
3070.19, 9.64
3115.21, 9.71
3160.23, 9.77
3205.26, 9.84
3250.28, 9.90
3295.30, 9.97
3340.33, 10.03
3385.35, 10.09
3430.38, 10.15
3475.40, 10.22
3520.42, 10.28
3565.45, 10.34
3610.47, 10.40
3655.50, 10.46
3700.52, 10.52
3745.54, 10.57
3790.57, 10.63
3835.59, 10.69
3880.61, 10.75
3925.64, 10.80
3970.66, 10.86
4015.69, 10.92
4060.71, 10.97
4105.73, 11.03
4150.76, 11.08
4195.78, 11.13
4240.80, 11.19
4285.83, 11.24
4330.85, 11.29
4375.88, 11.35
4420.90, 11.40
4465.92, 11.45
4510.95, 11.50
4555.97, 11.55
4601.00, 11.60
4646.02, 11.65
4691.04, 11.71
4736.07, 11.75
4781.09, 11.80
4826.11, 11.85
4871.14, 11.90
4916.16, 11.95
4961.19, 12.00
5006.21, 12.05
5051.23, 12.10
5096.26, 12.14
5141.28, 12.19
5186.30, 12.24
5231.33, 12.28
5276.35, 12.33
5321.38, 12.38
5366.40, 12.42
5411.42, 12.47
5456.45, 12.51
5501.47, 12.56
5546.50, 12.60
5591.52, 12.65
5636.54, 12.69
5681.57, 12.74
5726.59, 12.78
5771.61, 12.82
5816.64, 12.87
5861.66, 12.91
5906.69, 12.95
5951.71, 13.00
5996.73, 13.04
6041.76, 13.08
6086.78, 13.12
6131.81, 13.17
6176.83, 13.21
6221.85, 13.25
6266.88, 13.29
6311.90, 13.33
6356.92, 13.37
6401.95, 13.41
6446.97, 13.45
6492.00, 13.49
6537.02, 13.54
6582.04, 13.58
6627.07, 13.62
6672.09, 13.65
6717.11, 13.69
6762.14, 13.73
6807.16, 13.77
6852.19, 13.81
6897.21, 13.85
6942.23, 13.89
6987.26, 13.93
7032.28, 13.97
7077.31, 14.01
7122.33, 14.04
7167.35, 14.08
7212.38, 14.12
7257.40, 14.16
7302.42, 14.19
7347.45, 14.23
7392.47, 14.27
7437.50, 14.31
7482.52, 14.34
7527.54, 14.38
7572.57, 14.42
7617.59, 14.45
7662.62, 14.49
7707.64, 14.53
7752.66, 14.56
7797.69, 14.60
7842.71, 14.63
7887.73, 14.67
7932.76, 14.70
7977.78, 14.74
8022.81, 14.78
8067.83, 14.81
8112.85, 14.85
8157.88, 14.88
8202.90, 14.92
8247.92, 14.95
8292.95, 14.98
8337.97, 15.02
8383.00, 15.05
8428.02, 15.09
8473.04, 15.12
8518.07, 15.16
8563.09, 15.19
8608.12, 15.22
8653.14, 15.26
8698.16, 15.29
8743.19, 15.32
8788.21, 15.36
8833.23, 15.39
8878.26, 15.42
8923.28, 15.46
8968.31, 15.49
9013.33, 15.52
9058.35, 15.56
9103.38, 15.59
9148.40, 15.62
9193.42, 15.65
9238.45, 15.68
9283.47, 15.72
9328.50, 15.75
9373.52, 15.78
9418.54, 15.81
9463.57, 15.84
9508.59, 15.88
9553.62, 15.91
9598.64, 15.94
9643.66, 15.97
9688.69, 16.00
9733.71, 16.03
9778.73, 16.06
9823.76, 16.10
9868.78, 16.13
9913.81, 16.16
9958.83, 16.19
10003.85, 16.22
10048.88, 16.25
10093.90, 16.28
10138.93, 16.31
10183.95, 16.34
10228.97, 16.37
10274.00, 16.40
10319.02, 16.43
10364.04, 16.46
10409.07, 16.49
10454.09, 16.52
10499.12, 16.55
10544.14, 16.58
10589.16, 16.61
10634.19, 16.64
10679.21, 16.67
10724.23, 16.70
10769.26, 16.73
10814.28, 16.76
10859.31, 16.79
10904.33, 16.82
10949.35, 16.84
10994.38, 16.87
11039.40, 16.90
11084.43, 16.93
11129.45, 16.96
11174.47, 16.99
11219.50, 17.02
11264.52, 17.05
11309.54, 17.07
11354.57, 17.10
11399.59, 17.13
11444.62, 17.16
11489.64, 17.19
11534.66, 17.22
11579.69, 17.24
11624.71, 17.27
11669.74, 17.30
11714.76, 17.33
11759.78, 17.35
11804.81, 17.38
11849.83, 17.41
11894.85, 17.44
11939.88, 17.46
11984.90, 17.49
12029.93, 17.52
12074.95, 17.55
12119.97, 17.57
12165.00, 17.60
12210.02, 17.63
12255.04, 17.66
12300.07, 17.68
12345.09, 17.71
12390.12, 17.74
12435.14, 17.76
12480.16, 17.79
12525.19, 17.82
12570.21, 17.84
12615.24, 17.87
12660.26, 17.90
12705.28, 17.92
12750.31, 17.95
12795.33, 17.97
12840.35, 18.00
12885.38, 18.03
12930.40, 18.05
12975.43, 18.08
13020.45, 18.11
13065.47, 18.13
13110.50, 18.16
13155.52, 18.18
13200.55, 18.21
13245.57, 18.23
13290.59, 18.26
13335.62, 18.29
13380.64, 18.31
13425.66, 18.34
13470.69, 18.36
13515.71, 18.39
13560.74, 18.41
13605.76, 18.44
13650.78, 18.46
13695.81, 18.49
13740.83, 18.51
13785.85, 18.54
13830.88, 18.56
13875.90, 18.59
13920.93, 18.61
13965.95, 18.64
14010.97, 18.66
14056.00, 18.69
14101.02, 18.71
14146.05, 18.74
14191.07, 18.76
14236.09, 18.79
14281.12, 18.81
14326.14, 18.84
14371.16, 18.86
14416.19, 18.89
14461.21, 18.91
14506.24, 18.93
14551.26, 18.96
14596.28, 18.98
14641.31, 19.01
14686.33, 19.03
14731.35, 19.06
14776.38, 19.08
14821.40, 19.10
14866.43, 19.13
14911.45, 19.15
14956.47, 19.18
15001.50, 19.20
15046.52, 19.22
15091.55, 19.25
15136.57, 19.27
15181.59, 19.29
15226.62, 19.32
15271.64, 19.34
15316.66, 19.36
15361.69, 19.39
15406.71, 19.41
15451.74, 19.43
15496.76, 19.46
15541.78, 19.48
15586.81, 19.50
15631.83, 19.53
15676.86, 19.55
15721.88, 19.57
15766.90, 19.60
15811.93, 19.62
15856.95, 19.64
15901.97, 19.67
15947.00, 19.69
15992.02, 19.71
16037.05, 19.74
16082.07, 19.76
16127.09, 19.78
16172.12, 19.80
16217.14, 19.83
16262.16, 19.85
16307.19, 19.87
16352.21, 19.89
16397.24, 19.92
16442.26, 19.94
16487.28, 19.96
16532.31, 19.98
16577.33, 20.01
16622.36, 20.03
16667.38, 20.05
16712.40, 20.07
16757.43, 20.10
16802.45, 20.12
16847.47, 20.14
16892.50, 20.16
16937.52, 20.18
16982.55, 20.21
17027.57, 20.23
17072.59, 20.25
17117.62, 20.27
17162.64, 20.29
17207.67, 20.32
17252.69, 20.34
17297.71, 20.36
17342.74, 20.38
17387.76, 20.40
17432.78, 20.42
17477.81, 20.45
17522.83, 20.47
17567.86, 20.49
17612.88, 20.51
17657.90, 20.53
17702.93, 20.55
17747.95, 20.58
17792.97, 20.60
17838.00, 20.62
17883.02, 20.64
17928.05, 20.66
17973.07, 20.68
18018.09, 20.70
18063.12, 20.73
18108.14, 20.75
18153.17, 20.77
18198.19, 20.79
18243.21, 20.81
18288.24, 20.83
18333.26, 20.85
18378.28, 20.87
18423.31, 20.89
18468.33, 20.91
18513.36, 20.94
18558.38, 20.96
18603.40, 20.98
18648.43, 21.00
18693.45, 21.02
18738.47, 21.04
18783.50, 21.06
18828.52, 21.08
18873.55, 21.10
18918.57, 21.12
18963.59, 21.14
19008.62, 21.16
19053.64, 21.18
19098.67, 21.21
19143.69, 21.23
19188.71, 21.25
19233.74, 21.27
19278.76, 21.29
19323.78, 21.31
19368.81, 21.33
19413.83, 21.35
19458.86, 21.37
19503.88, 21.39
19548.90, 21.41
19593.93, 21.43
19638.95, 21.45
19683.98, 21.47
19729.00, 21.49
19774.02, 21.51
19819.05, 21.53
19864.07, 21.55
19909.09, 21.57
19954.12, 21.59
19999.14, 21.61
20044.17, 21.63
20089.19, 21.65
20134.21, 21.67
20179.24, 21.69
20224.26, 21.71
20269.28, 21.73
20314.31, 21.75
20359.33, 21.77
20404.36, 21.79
20449.38, 21.81
20494.40, 21.83
20539.43, 21.85
20584.45, 21.87
20629.48, 21.89
20674.50, 21.91
20719.52, 21.92
20764.55, 21.94
20809.57, 21.96
20854.59, 21.98
20899.62, 22.00
20944.64, 22.02
20989.67, 22.04
21034.69, 22.06
21079.71, 22.08
21124.74, 22.10
21169.76, 22.12
21214.79, 22.14
21259.81, 22.16
21304.83, 22.18
21349.86, 22.20
21394.88, 22.21
21439.90, 22.23
21484.93, 22.25
21529.95, 22.27
21574.98, 22.29
21620.00, 22.31
21665.02, 22.33
21710.05, 22.35
21755.07, 22.37
21800.09, 22.39
21845.12, 22.40
21890.14, 22.42
21935.17, 22.44
21980.19, 22.46
22025.21, 22.48
22070.24, 22.50
22115.26, 22.52
22160.29, 22.54
22205.31, 22.55
22250.33, 22.57
22295.36, 22.59
22340.38, 22.61
22385.40, 22.63
22430.43, 22.65
22475.45, 22.67
22520.48, 22.69
22565.50, 22.70
22610.52, 22.72
22655.55, 22.74
22700.57, 22.76
22745.59, 22.78
22790.62, 22.80
22835.64, 22.81
22880.67, 22.83
22925.69, 22.85
22970.71, 22.87
23015.74, 22.89
23060.76, 22.91
23105.79, 22.92
23150.81, 22.94
23195.83, 22.96
23240.86, 22.98
23285.88, 23.00
23330.90, 23.02
23375.93, 23.03
23420.95, 23.05
23465.98, 23.07
23511.00, 23.09
23556.02, 23.11
23601.05, 23.12
23646.07, 23.14
23691.10, 23.16
23736.12, 23.18
23781.14, 23.20
23826.17, 23.21
23871.19, 23.23
23916.21, 23.25
23961.24, 23.27
24006.26, 23.28
24051.29, 23.30
24096.31, 23.32
24141.33, 23.34
24186.36, 23.36
24231.38, 23.37
24276.40, 23.39
24321.43, 23.41
24366.45, 23.43
24411.48, 23.44
24456.50, 23.46
24501.52, 23.48
24546.55, 23.50
24591.57, 23.51
24636.60, 23.53
24681.62, 23.55
24726.64, 23.57
24771.67, 23.58
24816.69, 23.60
